Marking	English	Abbreviated Form	Full Form	Equivalent	Subfield1	Subfield2	Chinese	Recommendation	Count	A) 理論與應用語言學英漢辭典	B) 語言學名詞2011	C) 現代語言學詞典	D) 新編英漢語言學詞典	E) LSHK	Sort1
*	alphabetism			initialism	LEX	WRS	首字母縮寫詞	R					√	√	0
*	alphabetism			initialism	LEX	WRS	首字母縮略詞	A			√				1
*	alphabetisms			initialism	#		首字母縮寫詞	D				√			2
	alphabetography						拼音文字學						√		100
	alphabetology						拼音文字學						√		100
	Altaic						阿爾泰語						√		100
	alteration						語義變化						√		100
	alternant				GEN		交替形式	R				√			0
	alternant				GEN		交替形式	R					√		0
	alternant						變體						√		100
	alternant				#		交換形式	D		√					2
	alternant				GEN		選取項	A		√					1
*	alternate form reliability			equivalent form reliability			複本信度						√		100
*	alternate form reliability			parallel form reliability			複本信度						√		100
*	alternate forms			equivalent forms			複本						√		100
	alternate response item						選擇性反應項						√		100
	alternating progression						交替型推進						√		100
	alternation						交替						√		100
	alternation rule				GEN		交替律	R		√					0
	alternation rule				GEN		選用規則	A			√				1
	alternation rules						交互規則						√		100
	alternation rules						選擇規則						√		100
	alternative conditional correlative subordinator						選擇條件關聯從屬連詞						√		100
	alternative conditional-concessive						選擇條件－讓步狀語從句						√		100
	alternative conditional-concessive subordinator						選擇條件－讓步從屬連詞						√		100
	alternative coordinators						選擇並列連詞						√		100
	alternative interrogations						選擇疑問句						√		100
	alternative question				SYN	TYP	選擇問句	A		√	√				1
	alveolar				PHT	PHN	齒齦	R				√			0
	alveolar				PHT	PHN	齦	R						√	0
	alveolar				PHT	PHN	齒齦音	A		√		√			1
	alveolar				PHT	PHN	齒齦音	A					√		1
*	alveolar			chitou	#		齒頭音	D			√				2
	alveolar				#		舌尖音	D		√					2
	alveolar						齒槽音						√		100
*	alveolar ridge			alveolum			齒齦隆骨						√		100
*	alveolar ridge			teeth ridge			齒齦隆骨						√		100
*	alveolum			alveolar ridge			齒齦隆骨						√		100
	amalgam						混合詞						√		100
	amalgam						混合形式						√		100
	amalgamating language						混合語						√		100
	amalgamating language						溶合語						√		100
	amalgamation rule						合併規則						√		100
	amatactive realization						換位體現						√		100
	ambiguity				SYN	SEM	歧義	R		√					0
	ambiguity				SYN	SEM	歧義［性］	R				√			0
	ambiguity				SYN	SEM	歧義	R					√		0
	ambiguity				SYN	SEM	多義性	A		√					1
	ambiguity				#		二義性	D		√					2
	ambiguity				#		模稜性	D		√					2
	ambiguous				SYN	SEM	歧義的	R		√					0
	ambiguous				SYN	SEM	歧義的	R				√			0
	ambiguous				SYN	SEM	歧義的	R					√		0
	ambiguous				SYN	SEM	多義的	A		√					1
	ambiguous				#		模稜兩可	D		√					2
	ambiguous				#		模稜兩可的	D					√		2
	ambiguous						語義含混的						√		100
	ambiguous grammar						歧義語法						√		100
	ambisyllabic				PHN		兩棲音節的	R						√	0
	ambisyllabic				PHN		音節兩棲的	A				√			1
	ambisyllabic				#		屬兩音節的，與前後元音有關係的	D		√					2
	ambisyllabic						屬於兩個音節的音						√		100
	ambisyllabic consonant						屬於兩個音節的輔音						√		100
	ambivalent word						語義對立詞						√		100
	amelioration				HIS	SEM	褒義化	A		√					1
	amelioration				HIS	SEM	詞義改良	A				√			1
	amelioration				HIS	SEM	詞義轉佳	A		√					1
	amelioration				HIS	SEM	語義完善演變	A		√					1
	amelioration						語義轉褒						√		100
	ameliorative suffix						褒義後綴						√		100
	American English						美國英語						√		100
	American Linguistics						美國語言學						√		100
	American Linguistics						美洲語言學						√		100
*	American Sign Language	ASL	American Sign Language				美國身勢語						√		100
*	American Sign Language	AMESLAN	American Sign Language				美國身勢語						√		100
	American Structuralism						美國結構主義						√		100
	Amerindian Linguistics						美洲印第安語言學						√		100
*	AMESLAN	AMESLAN	American Sign Language				美國身勢語						√		100
	Amharic						阿姆哈拉語						√		100
	amimia						身勢缺失症						√		100
	amimia						身勢性失語症						√		100
	amnesia						遺忘症						√		100
	amnesia						記憶缺失						√		100
	amorphous clause						無形態分句						√		100
	amorphous language						無形態語						√		100
	amorphous sentence						無形態句						√		100
	amphibious verb						具有雙重性質的動詞						√		100
	amphibrach						抑揚抑格						√		100
	amphimacer						揚抑揚格						√		100
	amplification						擴譯法						√		100
	amplificative						增強詞義的						√		100
	amplifying clause						補充從句						√		100
	amplitude				PHT		振幅	R		√	√	√			0
	amplitude				PHT		振幅	R					√		0
	amplitude				PHT		強度	A		√					1
	amplitude				#		響度	D 		√					100
	anachronism						時代錯誤						√		100
	anacoluthon				OTH		錯格句	R						√	0
*	anacoluthon			anantapodoton	OTH		錯格	A					√		1
	anacoluthon				OTH		錯格	A		√					1
	anacoluthon				#		另續	D				√			2
	anacoluthon				#		說話時句子中途變更語型以致前後結構不一致	D		√					2
*	anacoluthon			anantapodoton			改變說法						√		100
	anadiplosis						蟬聯						√		100
	anagram						換音造詞（法）						√		100
	anagram						回文						√		100
	anagram						字謎						√		100
	analogical change						類推變化						√		100
	analogical creation				HIS		類推創造	R				√			0
	analogical creation				HIS		類推創新	A		√					1
	analogism						不規則現象論						√		100
	Analogists vs. Anomalists						規則現象論派對不規則現象論派						√		100
	analogue						對應詞						√		100
	analogue communication						模擬交際						√		100
	analogy				HIS	GEN	類推	R				√			0
	analogy				HIS	GEN	類推	R					√		0
	analogy				HIS	GEN	類推（作用）	A		√					1
	analogy				HIS	GEN	類比	A		√		√			1
	analogy				HIS	GEN	類比	A					√		1
	analogy				HIS	GEN	類推（作用）	A					√		1
	analogy				#		比照類推	D		√					2
	analogy						仿造造詞法						√		100
	analogy						類推造詞法						√		100
	analphabetic notation						類字母標音						√		100
*	analysis of covariance	ANCOVA	analysis of covariance				協方差分析						√		100
*	analysis of variance	ANOVA	analysis of variance				方差分析						√		100
	analytic approach						分析教學法						√		100
	analytic language				TYP		分析語	R		√					0
	analytic language				TYP		分析型語言	A		√					1
	analytic language				TYP		分析型語言	A					√		1
	analytic languages				#		分析語	D				√			2
	analytic sentence				SEM		恆真句	R		√					0
	analytic sentence				SEM		分析句	A				√			1
	analytic style						分解式						√		100
	analytic vs. synthetic sentence						分析性句子對綜合性句子						√		100
	analyticity				SYN	MOR	分析性	R		√		√			0
*	anantapodoton			anacoluthon			錯格						√		100
*	anantapodoton			anacoluthon			改變說法						√		100
	anapest						抑抑揚格						√		100
	anaphor				SYN		前指詞	A			√				1
	anaphor				SYN		回指對象	A			√				1
	anaphor				SYN		照應成分	A			√				1
	anaphor				SYN		照應詞	A			√				1
	anaphor				SYN		照應語	A			√	√			1
	anaphor				SYN		照應成分	A					√		1
	anaphor				SYN		照應語	A					√		1
*	anaphor			anaphora			上指						√		100
*	anaphor			anaphora			照應						√		100
*	anaphora			anaphor	SYN		照應	A					√		1
*	anaphora			anaphoric reference	SYN		照應	A					√		1
	anaphora				SYN		前向照應（語）	A		√					1
	anaphora				SYN		回指	A			√				1
	anaphora				SYN		照應	A		√	√				1
	anaphora				SYN		照應詞	A			√				1
	anaphora				SYN		照應語	A			√				1
	anaphora				SYN		照應關係	A			√				1
*	anaphora			epiphora	#		同字	D			√				2
*	anaphora			anaphoric reference	#		複指	D				√			2
	anaphora				#		前指	D			√				2
	anaphora				#		回指代	D			√				2
	anaphora				#		複指	D			√				2
	anaphora				#		首語重複法	D		√					2
*	anaphora			anaphoric reference			前照應						√		100
*	anaphora			anaphor			上指						√		100
*	anaphora			anaphoric reference			上指						√		100
	anaphora						首音重複						√		100
	anaphoric				SYN		前照應的	A		√					1
	anaphoric				SYN		復指的	A		√					1
	anaphoric				SYN		複指的	A				√			1
	anaphoric				SYN		複指語	A				√			1
	anaphoric binding						照應約束						√		100
	anaphoric control						照應控制						√		100
	anaphoric island						照應孤島						√		100
	anaphoric island						照應禁區						√		100
	anaphoric processes						前照應分析法						√		100
*	anaphoric reference			anaphora			前照應						√		100
*	anaphoric reference			anaphora			上指						√		100
*	anaphoric reference			anaphora			照應						√		100
	anaphoric substitute				SYN		前指替代	A		√					1
	anaphoric substitute				SYN		復指替代	A		√					1
	anaphoric substitute						前指替代詞						√		100
	anaphoric substitutes				#		複指替代語	D				√			2
	anaphoric subsystem						複指子系統						√		100
	anaphoric word						前指詞						√		100
*	anapodoton			anacoluthon			錯格						√		100
*	anapodoton			anacoluthon			改變說法						√		100
	anaptyctic vowel				PHT	PHN	中挿元音	R		√					0
	anaptyctic vowel				PHT	PHN	中插元音	R					√		0
	anaptyctic vowel				#		中挿母音	D 		√					100
*	anaptyctic vowels			epenthetic vowel	#		加插元音	D				√			2
	anaptyxis				PHT	PHN	元音加入現象	R		√					0
	anaptyxis				PHT	PHN	元音中插	R						√	0
	anaptyxis				#		加插［音］	D				√			2
	anaptyxis						加音現象						√		100
	anarthria						失音病						√		100
*	anastrophe			metathesis			詞序變位						√		100
*	anastrophe			metathesis			語音變位						√		100
	anatactic realization						倒位體現						√		100
	Anatolian						古安納托利亞語						√		100
	ancestor						始源點						√		100
*	ancestor language			parent language			母語						√		100
	ancestor language						始源語						√		100
*	ancient script			ancient writing	#		古文字	D			√				2
	ancient script				#		古字	D		√					2
	ancient script				#		古文	D		√					2
*	ANCOVA	ANCOVA	analysis of covariance				協方差分析						√		100
	Anglo-Saxon						盎格魯撒克遜語						√		100
	animacy hierarchy						動物性等級						√		100
	animal communication						動物交際						√		100
	Animal Cry Onomatopoeic Theory						摹聲說						√		100
	Animal Cry Theory						動物叫喊說						√		100
	animate				SEM		有生的	R		√		√			0
	animate				#		動物的	D		√					2
	animate						動物名詞						√		100
	animate						動物性的						√		100
	animateness				SEM		有生性	R		√		√			0
	animateness				#		動物性	D		√					2
	annomination						類語重疊						√		100
	annotated						附注的						√		100
	annotation				#		傳註	D			√				2
	annotation				#		注疏	D		√					2
	annotation						加注						√		100
	anomalism						規則現象論						√		100
	anomalous				SEM		不規則的	R		√					0
	anomalous				SEM		語義異常	A				√			1
	anomalous						不遵守語言習慣的						√		100
